,app,category,rating,reviews,size,installs,type,price,content_rating,genres,update_year,update_month,update_day,update_weekday,last_updated,current_ver,android_ver,sentiment,sentiment_polarity,sentiment_subjectivity
235,Fat Burning Workout - Home Weight lose,HEALTH_AND_FITNESS,4.5,706.0,9.4,100000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,24.0,Tuesday,2018-07-24,1.0.5,4.1,Positive,0.17526900953984287,0.5471371452621452
236,Fitbit,HEALTH_AND_FITNESS,3.9,357417.0,Varies,10000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,26.0,Thursday,2018-07-26,Varies,Varies,Positive,0.24555465367965365,0.5822820466570467
237,Cycling - Bike Tracker,HEALTH_AND_FITNESS,4.5,9116.0,4.0,500000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,30.0,Monday,2018-07-30,1.1.22,4.1,Positive,0.3376529431216931,0.6181382275132276
238,Abs Training-Burn belly fat,HEALTH_AND_FITNESS,4.7,2071.0,6.9,100000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,24.0,Tuesday,2018-07-24,1.0.12,4.1,Positive,0.21741882334004728,0.4469090862840863
239,Calorie Counter - EasyFit free,HEALTH_AND_FITNESS,4.7,50294.0,11.0,1000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,9.0,Monday,2018-07-09,3.0.7,4.1,Positive,0.3480287178805847,0.5369835099867568
240,Garmin Connect™,HEALTH_AND_FITNESS,3.9,232153.0,Varies,10000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,8.0,2.0,Thursday,2018-08-02,Varies,Varies,Positive,0.15480992965367965,0.4854234758297259
241,BetterMe: Weight Loss Workouts,HEALTH_AND_FITNESS,4.2,14709.0,15.0,5000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,26.0,Thursday,2018-07-26,2.8.2,5,Positive,0.29227532274407275,0.49825571575571576
242,Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.4,12029.0,4.3,1000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,8.0,4.0,Saturday,2018-08-04,2.6,4.2,Positive,0.28197840354090353,0.47691442816442814
243,Calorie Counter - MyFitnessPal,HEALTH_AND_FITNESS,4.6,1873516.0,Varies,50000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,31.0,Tuesday,2018-07-31,Varies,Varies,Positive,0.23297873300090988,0.45122101396641673
244,8fit Workouts & Meal Planner,HEALTH_AND_FITNESS,4.6,115721.0,67.0,10000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,11.0,Wednesday,2018-07-11,3.5,5,Positive,0.2971665494227994,0.5535656144781145
245,Couch to 10K Running Trainer,HEALTH_AND_FITNESS,4.6,10445.0,48.0,500000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,2.0,Monday,2018-07-02,112,4.4,Positive,0.33737879109977326,0.5205262651534973
246,"Home workouts - fat burning, abs, legs, arms,chest",HEALTH_AND_FITNESS,4.3,4848.0,13.0,1000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,18.0,Wednesday,2018-07-18,2.6,4.1,Positive,0.4482204861111111,0.5969551282051282
247,"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299.0,31.0,5000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,16.0,Monday,2018-07-16,3.48,4.1,Positive,0.20197059181126298,0.5358439781346186
248,7 Minute Workout,HEALTH_AND_FITNESS,4.5,399009.0,Varies,10000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,6.0,8.0,Friday,2018-06-08,Varies,Varies,Positive,0.41027777777777774,0.6212481962481963
249,Freeletics: Personal Trainer & Fitness Workouts,HEALTH_AND_FITNESS,4.5,130104.0,25.0,10000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,8.0,3.0,Friday,2018-08-03,5.3,5,Positive,0.2742506820436508,0.46370628720238094
250,Daily Workouts - Exercise Fitness Routine Trainer,HEALTH_AND_FITNESS,4.4,134195.0,Varies,10000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,6.0,14.0,Thursday,2018-06-14,Varies,Varies,Positive,0.8,0.75
251,Google Fit - Fitness Tracking,HEALTH_AND_FITNESS,3.9,249855.0,Varies,10000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,24.0,Tuesday,2018-07-24,Varies,Varies,Positive,0.1300530303030303,0.4778642676767677
252,Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769.0,35.0,5000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,24.0,Tuesday,2018-07-24,6.2.73,4,Positive,0.23356470549652367,0.5511885084612357
253,Down Dog: Great Yoga Anywhere,HEALTH_AND_FITNESS,4.9,28945.0,12.0,500000.0,Free,0.0,Teen,"['Health', 'Fitness']",2018.0,5.0,17.0,Thursday,2018-05-17,2.6.1,4.2,Positive,0.2918472637721826,0.5268369912690124
254,21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506.0,15.0,100000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,8.0,2.0,Thursday,2018-08-02,3,4.1,Positive,0.255183337439435,0.546681018845653
255,"Calm - Meditate, Sleep, Relax",HEALTH_AND_FITNESS,4.6,111450.0,Varies,5000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,8.0,5.0,Sunday,2018-08-05,Varies,Varies,Positive,0.29736151624077284,0.5208499815061277
256,Headspace: Meditation & Mindfulness,HEALTH_AND_FITNESS,4.6,77563.0,39.0,10000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,23.0,Monday,2018-07-23,3.6.4,4.2,Positive,0.24970833333333328,0.46362500000000006
257,Best Ovulation Tracker Fertility Calendar App Glow,HEALTH_AND_FITNESS,4.6,56145.0,23.0,1000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,8.0,1.0,Wednesday,2018-08-01,7.3.4-play,5,Positive,0.5953125,0.5416666666666666
258,"Eve Period Tracker - Love, Sex & Relationships App",HEALTH_AND_FITNESS,4.6,20326.0,28.0,1000000.0,Free,0.0,Teen,"['Health', 'Fitness']",2018.0,8.0,4.0,Saturday,2018-08-04,2.9.18,4.1,Positive,0.5050367080835831,0.501774753024753
259,Couch to 5K by RunDouble,HEALTH_AND_FITNESS,4.7,15674.0,6.1,1000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,31.0,Tuesday,2018-07-31,4.5.4,4.1,Positive,0.27732642225499365,0.4943462357748072
260,Fooducate Healthy Weight Loss & Calorie Counter,HEALTH_AND_FITNESS,4.4,14402.0,Varies,1000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,8.0,3.0,Friday,2018-08-03,Varies,Varies,Positive,0.35421692335820487,0.4977620327410244
261,Calorie Counter - MyNetDiary,HEALTH_AND_FITNESS,4.5,27439.0,19.0,1000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,16.0,Monday,2018-07-16,6.5.1,5,Positive,0.3999052761887583,0.5680230134861831
262,10 Best Foods for You,HEALTH_AND_FITNESS,4.0,2490.0,3.8,500000.0,Free,0.0,Everyone 10+,"['Health', 'Fitness']",2017.0,2.0,17.0,Friday,2017-02-17,1.9,2.3.3,Positive,0.46590614319890633,0.493253760859024
263,Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061.0,5.5,100000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2016.0,8.0,27.0,Saturday,2016-08-27,2.3.4,5,Positive,0.24751868247122885,0.5126753949820021
264,Health and Nutrition Guide,HEALTH_AND_FITNESS,4.3,7895.0,3.3,500000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,15.0,Sunday,2018-07-15,3.3,4,Positive,0.39105546433132643,0.5101726418536764
265,Calorie Counter & Diet Tracker,HEALTH_AND_FITNESS,4.5,32606.0,Varies,1000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,3.0,22.0,Thursday,2018-03-22,Varies,Varies,Positive,0.21826253591794595,0.49903865446722584
266,Food Calorie Calculator,HEALTH_AND_FITNESS,4.2,1324.0,4.0,100000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,1.0,29.0,Monday,2018-01-29,10.2,4,Positive,0.11676457902001379,0.4494858523119393
267,Eat Fit - Diet and Health Free,HEALTH_AND_FITNESS,4.1,2469.0,3.6,100000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2014.0,7.0,23.0,Wednesday,2014-07-23,1.0.9,2.3,Positive,0.22475831280788175,0.5177955665024631
268,Happify,HEALTH_AND_FITNESS,3.7,1812.0,37.0,100000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,24.0,Tuesday,2018-07-24,1.31.0-15160.950adac99,4.4,Positive,0.21889678030303028,0.34500000000000003
269,Binaural Beats Therapy,HEALTH_AND_FITNESS,4.3,13724.0,Varies,1000000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2017.0,8.0,17.0,Thursday,2017-08-17,Varies,Varies,Positive,0.2832687528520862,0.4587343135259802
270,Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038.0,10.0,500000.0,Free,0.0,Everyone,"['Health', 'Fitness']",2018.0,7.0,15.0,Sunday,2018-07-15,5.2,4.4,Positive,0.22173148899711398,0.5443468915343915
271,7 Cups: Anxiety & Stress Chat,HEALTH_AND_FITNESS,4.2,13799.0,Varies,500000.0,Free,0.0,Teen,"['Health', 'Fitness']",2018.0,7.0,31.0,Tuesday,2018-07-31,Varies,Varies,Positive,0.3246701388888889,0.5671585648148147
272,Apartments & Rentals - Zillow,HOUSE_AND_HOME,4.2,27386.0,Varies,1000000.0,Free,0.0,Everyone,['House'],2018.0,6.0,21.0,Thursday,2018-06-21,Varies,Varies,Positive,0.2611183261183261,0.4679379290742927
273,"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,4.0,6000.0,18.0,1000000.0,Free,0.0,Everyone,['House'],2018.0,7.0,28.0,Saturday,2018-07-28,9.6.8,4.1,Positive,0.2002840909090909,0.40747474747474743
274,"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481.0,7.5,1000000.0,Free,0.0,Everyone,['House'],2018.0,8.0,3.0,Friday,2018-08-03,2.1,5,Positive,0.4351814516129032,0.55192083404449
275,Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,4.3,10054.0,9.1,1000000.0,Free,0.0,Everyone,['House'],2018.0,7.0,12.0,Thursday,2018-07-12,6.7.12.2018,4.0.3,Positive,0.40888503602198456,0.5777421271538918
276,"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,3.9,10117.0,13.0,1000000.0,Free,0.0,Everyone,['House'],2018.0,6.0,29.0,Friday,2018-06-29,3.6,4.0.3,Negative,-0.003732900432900429,0.48327186147186146
277,DIY On A Budget,HOUSE_AND_HOME,4.7,114.0,8.3,10000.0,Free,0.0,Teen,['House'],2018.0,2.0,18.0,Sunday,2018-02-18,2.1,4.1,Positive,0.44806264074729985,0.5576276837640475
278,Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287.0,27.0,100000.0,Free,0.0,Everyone,['House'],2018.0,5.0,29.0,Tuesday,2018-05-29,2.4.2,4.4,Negative,-0.03836728574277404,0.4402344652344652
279,Home Security Camera WardenCam - reuse old phones,HOUSE_AND_HOME,4.3,43800.0,Varies,1000000.0,Free,0.0,Everyone,['House'],2018.0,7.0,6.0,Friday,2018-07-06,Varies,Varies,Positive,0.20145736208236206,0.48728809385059385
280,Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584.0,16.0,1000000.0,Free,0.0,Everyone,['House'],2018.0,7.0,16.0,Monday,2018-07-16,4.7.13,4.4,Positive,0.07965487059237059,0.4159791134791135
281,Alfred Home Security Camera,HOUSE_AND_HOME,4.5,103305.0,Varies,5000000.0,Free,0.0,Everyone,['House'],2018.0,7.0,31.0,Tuesday,2018-07-31,Varies,Varies,Positive,0.33757424242424244,0.4758727272727273
282,Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273.0,7.0,50000.0,Free,0.0,Everyone,['House'],2018.0,5.0,30.0,Wednesday,2018-05-30,1.2,4.0.3,Positive,0.16736111111111115,0.6105654761904762
283,ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280.0,77.0,1000000.0,Free,0.0,Everyone,['House'],2018.0,6.0,29.0,Friday,2018-06-29,5.0.1,4.0.3,Positive,0.02439102564102565,0.3499928774928775
284,Apartment Decorating Ideas,HOUSE_AND_HOME,3.9,1478.0,5.7,100000.0,Free,0.0,Everyone,['House'],2015.0,3.0,13.0,Friday,2015-03-13,1.2,3,Positive,0.245,0.2
285,Bathroom Decorating Ideas,HOUSE_AND_HOME,4.1,2427.0,5.3,500000.0,Free,0.0,Everyone,['House'],2015.0,3.0,12.0,Thursday,2015-03-12,1.4,3,Positive,0.3501802884615384,0.499020979020979
286,Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834.0,30.0,500000.0,Free,0.0,Everyone,['House'],2018.0,7.0,31.0,Tuesday,2018-07-31,5.20.38,4.2,Positive,0.2776376488095238,0.4842864923747277
287,Aviary Effects: Classic,LIBRARIES_AND_DEMO,3.8,67007.0,Varies,5000000.0,Free,0.0,Everyone,"['Demo', 'Libraries']",2013.0,3.0,6.0,Wednesday,2013-03-06,1.2,2.2,Positive,0.10624119358661768,0.538079149507721
288,Chakra Cleansing,LIBRARIES_AND_DEMO,4.6,539.0,99.0,50000.0,Free,0.0,Everyone,"['Demo', 'Libraries']",2018.0,8.0,2.0,Thursday,2018-08-02,7,4.0.3,Positive,0.42280531968031965,0.5716314241314242
289,Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,3.5,126862.0,Varies,10000000.0,Free,0.0,Everyone,"['Demo', 'Libraries']",2012.0,1.0,17.0,Tuesday,2012-01-17,1,2.2,Positive,0.0658285525785526,0.6725140465140466
290,Binaural Beats Meditation,LIBRARIES_AND_DEMO,4.3,411.0,95.0,50000.0,Free,0.0,Everyone,"['Demo', 'Libraries']",2018.0,6.0,8.0,Friday,2018-06-08,5,4.0.3,Positive,0.35351810515873017,0.5643201884920634
291,Essential Resources,LIBRARIES_AND_DEMO,4.6,237.0,Varies,50000.0,Free,0.0,Everyone,"['Demo', 'Libraries']",2017.0,9.0,27.0,Wednesday,2017-09-27,1.2,7.1,Positive,0.28141962312860747,0.48453513558201056
292,Apk Installer,LIBRARIES_AND_DEMO,3.8,7750.0,Varies,1000000.0,Free,0.0,Everyone,"['Demo', 'Libraries']",2011.0,6.0,29.0,Wednesday,2011-06-29,1,1.6,Positive,0.19391694725028058,0.4882034632034632
293,Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170.0,28.0,1000000.0,Free,0.0,Everyone,"['Demo', 'Libraries']",2018.0,7.0,13.0,Friday,2018-07-13,2.4,5,Positive,0.20348488136574072,0.571494708994709
294,Barcode Scanner,LIBRARIES_AND_DEMO,4.2,3945.0,9.4,500000.0,Free,0.0,Everyone,"['Demo', 'Libraries']",2018.0,1.0,9.0,Tuesday,2018-01-09,4.2.2,3.2,Positive,0.38627013377013375,0.4835820560820561
295,EyeCloud,LIBRARIES_AND_DEMO,3.1,1267.0,55.0,100000.0,Free,0.0,Everyone,"['Demo', 'Libraries']",2018.0,8.0,2.0,Thursday,2018-08-02,5.1.2,4.4,Positive,0.11717855447022113,0.3554406601628824
296,Easy Hair Style Design,LIFESTYLE,4.3,601.0,5.1,100000.0,Free,0.0,Everyone,['Lifestyle'],2017.0,12.0,20.0,Wednesday,2017-12-20,1,2.3,Positive,0.47800411522633746,0.5049588477366255
297,Easy Makeup Tutorials,LIFESTYLE,4.3,7287.0,5.0,1000000.0,Free,0.0,Everyone,['Lifestyle'],2016.0,11.0,3.0,Thursday,2016-11-03,1,2.3,Positive,0.2819713754609588,0.42436317540484203
298,Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,4.6,161143.0,11.0,10000000.0,Free,0.0,Everyone 10+,['Lifestyle'],2018.0,6.0,25.0,Monday,2018-06-25,5.2.4(881),4.0.3,Positive,0.2643148577612863,0.40594568130282416
299,Entel,LIFESTYLE,3.2,16168.0,55.0,1000000.0,Free,0.0,Everyone,['Lifestyle'],2018.0,7.0,26.0,Thursday,2018-07-26,2.2.9,4.0.3,Positive,0.018577117327117344,0.33131373256373253
300,Diary with lock,LIFESTYLE,4.6,815893.0,4.4,10000000.0,Free,0.0,Everyone,['Lifestyle'],2018.0,6.0,30.0,Saturday,2018-06-30,4.90,4.1,Positive,0.3034726490755402,0.5709731250577339
301,FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,4.3,985.0,16.0,500000.0,Free,0.0,Everyone,['Lifestyle'],2018.0,5.0,31.0,Thursday,2018-05-31,3.7,7,Positive,0.24725970643939393,0.3449692234848485
302,Family Locator - GPS Tracker,LIFESTYLE,4.4,726074.0,45.0,10000000.0,Free,0.0,Everyone,['Lifestyle'],2018.0,8.0,2.0,Thursday,2018-08-02,16.7.1,4.4,Positive,0.34110922432946245,0.5320662177328844
303,HTC Speak,LIFESTYLE,3.5,6145.0,13.0,10000000.0,Free,0.0,Everyone,['Lifestyle'],2016.0,6.0,30.0,Thursday,2016-06-30,8.0.775375,5,Positive,0.0041057206682206535,0.3343441435108102
304,H&M,LIFESTYLE,3.7,41941.0,14.0,10000000.0,Free,0.0,Everyone,['Lifestyle'],2018.0,7.0,30.0,Monday,2018-07-30,9.6.3,4.4,Positive,0.02447295645212312,0.5764898448231781
305,Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,4.2,10944.0,36.0,1000000.0,Free,0.0,Everyone,['Lifestyle'],2018.0,6.0,15.0,Friday,2018-06-15,2,4.1,Positive,0.20215771508819977,0.5931982912212505
306,Beautiful Design Birthday Cake,LIFESTYLE,4.3,665.0,3.0,500000.0,Free,0.0,Everyone,['Lifestyle'],2018.0,8.0,4.0,Saturday,2018-08-04,2,2.3,Positive,0.2920903361344538,0.494390756302521
307,H Pack,LIFESTYLE,4.3,9412.0,1.7,1000000.0,Free,0.0,Everyone,['Lifestyle'],2016.0,12.0,17.0,Saturday,2016-12-17,1.5.1,4.0.3,Positive,0.10824242424242422,0.37940877525252525
308,Fashion in Vogue,LIFESTYLE,3.8,1797.0,6.8,100000.0,Free,0.0,Everyone,['Lifestyle'],2016.0,9.0,27.0,Tuesday,2016-09-27,2,4.3,Positive,0.05597562160062159,0.3554402387735721
309,Big Days - Events Countdown,LIFESTYLE,4.6,39724.0,Varies,1000000.0,Free,0.0,Everyone,['Lifestyle'],2018.0,6.0,29.0,Friday,2018-06-29,Varies,Varies,Positive,0.28541372721928276,0.4996270576131687
310,DIY Garden Ideas,LIFESTYLE,4.1,3309.0,13.0,500000.0,Free,0.0,Everyone,['Lifestyle'],2018.0,8.0,5.0,Sunday,2018-08-05,10,4,Positive,0.4378030303030303,0.615479797979798
311,Brit + Co,LIFESTYLE,3.9,987.0,4.5,10000.0,Free,0.0,Everyone,['Lifestyle'],2017.0,8.0,29.0,Tuesday,2017-08-29,2.0.4,4,Positive,0.12312466179653678,0.5189175234487734
312,Homestyler Interior Design & Decorating Ideas,LIFESTYLE,4.1,78298.0,29.0,5000000.0,Free,0.0,Everyone,['Lifestyle'],2018.0,8.0,2.0,Thursday,2018-08-02,3.1.2.1,4.1,Positive,0.1756305397541127,0.46706982799765306
313,Etta Homes,LIFESTYLE,4.2,220.0,15.0,50000.0,Free,0.0,Everyone,['Lifestyle'],2018.0,7.0,26.0,Thursday,2018-07-26,9.1,5,Positive,0.34462250712250714,0.49577991452991454
314,Home Scouting® MLS Mobile,LIFESTYLE,4.3,1533.0,7.7,100000.0,Free,0.0,Everyone,['Lifestyle'],2016.0,9.0,27.0,Tuesday,2016-09-27,2.2.6,2.2,Positive,0.09093580898268398,0.36908837256493504
315,Housing-Real Estate & Property,LIFESTYLE,4.1,28301.0,Varies,1000000.0,Free,0.0,Everyone,['Lifestyle'],2018.0,7.0,13.0,Friday,2018-07-13,12.1,4.1,Negative,-0.021426982409125262,0.37853153129938844
316,Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,4.5,10097.0,7.5,500000.0,Free,0.0,Everyone,['Lifestyle'],2018.0,4.0,26.0,Thursday,2018-04-26,1.2,4,Positive,0.78125,0.6
317,7 Day Food Journal Challenge,LIFESTYLE,4.5,3346.0,14.0,100000.0,Free,0.0,Teen,['Lifestyle'],2017.0,3.0,8.0,Wednesday,2017-03-08,3.6.3,4.0.3,Positive,0.18941137566137567,0.6002028218694886
318,Candy Crush Saga,GAME,4.4,22426677.0,74.0,500000000.0,Free,0.0,Everyone,['Casual'],2018.0,7.0,5.0,Thursday,2018-07-05,1.129.0.2,4.1,Positive,0.03106786541005292,0.45629279100529097
319,Bubble Shooter,GAME,4.5,148897.0,46.0,10000000.0,Free,0.0,Everyone,['Casual'],2018.0,7.0,17.0,Tuesday,2018-07-17,1.20.1,4.0.3,Positive,0.1901718795093795,0.5200187429854096
320,Hello Kitty Nail Salon,GAME,4.2,369203.0,24.0,50000000.0,Free,0.0,Everyone,"['Casual', 'Pretend Play']",2018.0,4.0,17.0,Tuesday,2018-04-17,1.5,4.1,Positive,0.05642614820645122,0.515088110542656
321,Clash Royale,GAME,4.6,23133508.0,97.0,100000000.0,Free,0.0,Everyone 10+,['Strategy'],2018.0,6.0,27.0,Wednesday,2018-06-27,2.3.2,4.1,Positive,0.04623734709760987,0.48485315133289014
322,Helix Jump,GAME,4.2,1497361.0,33.0,100000000.0,Free,0.0,Everyone,['Action'],2018.0,4.0,9.0,Monday,2018-04-09,1.0.6,4.1,Positive,0.07666037130371693,0.48874218101908534
323,Block Puzzle,GAME,4.6,59800.0,7.8,5000000.0,Free,0.0,Everyone,['Puzzle'],2018.0,3.0,6.0,Tuesday,2018-03-06,2.9,2.3,Positive,0.04926473704144274,0.5369077898334811
324,Angry Birds Rio,GAME,4.4,2610526.0,46.0,100000000.0,Free,0.0,Everyone,['Arcade'],2018.0,7.0,3.0,Tuesday,2018-07-03,2.6.9,4.1,Negative,-0.010383827508683498,0.463196780178347
325,Candy Crush Soda Saga,GAME,4.4,6198563.0,67.0,100000000.0,Free,0.0,Everyone,['Casual'],2018.0,7.0,10.0,Tuesday,2018-07-10,1.118.4,4.1,Negative,-0.046557654924204675,0.4922713537407415
326,Clash of Clans,GAME,4.6,44891723.0,98.0,100000000.0,Free,0.0,Everyone 10+,['Strategy'],2018.0,7.0,15.0,Sunday,2018-07-15,10.322.16,4.1,Positive,0.04000136946077233,0.5349768133961772
327,Block Puzzle Classic Legend !,GAME,4.2,17039.0,4.9,5000000.0,Free,0.0,Everyone,['Puzzle'],2018.0,4.0,13.0,Friday,2018-04-13,2.9,2.3.3,Positive,0.16664718614718615,0.5399469696969698
328,8 Ball Pool,GAME,4.5,14198297.0,52.0,100000000.0,Free,0.0,Everyone,['Sports'],2018.0,7.0,31.0,Tuesday,2018-07-31,4,4.0.3,Positive,0.00878185441464511,0.5083973613949432
329,Bubble Witch 3 Saga,GAME,4.7,1732263.0,78.0,50000000.0,Free,0.0,Everyone,['Puzzle'],2018.0,7.0,17.0,Tuesday,2018-07-17,4.8.4,3,Positive,0.06538467779287191,0.5379182096492003
330,Granny,GAME,4.5,1135631.0,59.0,50000000.0,Free,0.0,Teen,['Arcade'],2018.0,5.0,29.0,Tuesday,2018-05-29,1.4.0.1,4,Positive,0.06462316388125873,0.5562993347603944
331,Angry Birds Classic,GAME,4.4,5566669.0,97.0,100000000.0,Free,0.0,Everyone,['Arcade'],2018.0,5.0,24.0,Thursday,2018-05-24,7.9.3,4.1,Negative,-0.023874277913660806,0.531805514564077
332,Flow Free,GAME,4.3,1295557.0,11.0,100000000.0,Free,0.0,Everyone,['Puzzle'],2018.0,4.0,11.0,Wednesday,2018-04-11,4,4.1,Positive,0.07045600459865006,0.528868023643637
333,Fishdom,GAME,4.6,2157930.0,Varies,10000000.0,Free,0.0,Everyone,['Puzzle'],2018.0,7.0,19.0,Thursday,2018-07-19,2.21.5,4.0.3,Positive,0.038517251657020385,0.5551465560645863
334,Galaxy Attack: Alien Shooter,GAME,4.6,506275.0,Varies,10000000.0,Free,0.0,Everyone,['Arcade'],2018.0,8.0,1.0,Wednesday,2018-08-01,5.66,4.1,Positive,0.10300856229117096,0.47521485867862673
335,Bubble Shooter 2,GAME,4.3,23005.0,Varies,5000000.0,Free,0.0,Everyone,['Arcade'],2018.0,7.0,25.0,Wednesday,2018-07-25,3.5,4.1,Positive,0.28484848484848485,0.5234848484848486
336,Barbie™ Fashion Closet,GAME,4.1,68057.0,85.0,10000000.0,Free,0.0,Everyone,"['Casual', 'Creativity']",2018.0,7.0,30.0,Monday,2018-07-30,1.3.7,4.1,Positive,0.04369047619047618,0.47354497354497355
337,Candy Crush Jelly Saga,GAME,4.3,1300490.0,78.0,50000000.0,Free,0.0,Everyone,['Puzzle'],2018.0,7.0,20.0,Friday,2018-07-20,2.1.10,4,Negative,-0.08631463647088647,0.4854336935586936
338,Hill Climb Racing,GAME,4.4,8923587.0,63.0,100000000.0,Free,0.0,Everyone,['Racing'],2018.0,7.0,2.0,Monday,2018-07-02,1.37.2,4.2,Positive,0.10651543331269593,0.5080707077280265
339,Gardenscapes,GAME,4.6,4128732.0,Varies,50000000.0,Free,0.0,Everyone,['Casual'],2018.0,7.0,13.0,Friday,2018-07-13,2.6.2,4.0.3,Positive,0.001098292010686522,0.5075652100056108
340,Farm Heroes Saga,GAME,4.4,7614130.0,70.0,100000000.0,Free,0.0,Everyone,['Casual'],2018.0,7.0,26.0,Thursday,2018-07-26,5.1.8,2.3,Positive,0.0064078983392599305,0.43230682784477426
341,Cut the Rope FULL FREE,GAME,4.4,2123381.0,49.0,100000000.0,Free,0.0,Everyone,['Puzzle'],2018.0,7.0,5.0,Thursday,2018-07-05,3.7.2,4.1,Positive,0.013067753887269178,0.5702711808929921
342,Cooking Fever,GAME,4.5,3197865.0,82.0,100000000.0,Free,0.0,Everyone,['Arcade'],2018.0,7.0,12.0,Thursday,2018-07-12,2.8,4.0.3,Negative,-0.05083429153375257,0.4806248275062721
343,Garena Free Fire,GAME,4.5,5465624.0,53.0,100000000.0,Free,0.0,Teen,['Action'],2018.0,8.0,3.0,Friday,2018-08-03,1.21,4.0.3,Positive,0.0764728617218388,0.5044015850261759
344,Bowmasters,GAME,4.7,1534466.0,Varies,50000000.0,Free,0.0,Teen,['Action'],2018.0,7.0,23.0,Monday,2018-07-23,2.12.5,4.1,Positive,0.06780930174619532,0.5043786555374639
345,Dream League Soccer 2018,GAME,4.6,9882639.0,74.0,100000000.0,Free,0.0,Everyone,['Sports'],2018.0,7.0,16.0,Monday,2018-07-16,5.64,4.4,Negative,-0.0005180776014110008,0.483123897707231
346,Fruits Bomb,GAME,4.4,74673.0,17.0,10000000.0,Free,0.0,Everyone,['Casual'],2018.0,7.0,6.0,Friday,2018-07-06,3.3.3179,4.0.3,Positive,0.22086052836052833,0.5268565462315462
347,Hill Climb Racing 2,GAME,4.6,2750410.0,Varies,100000000.0,Free,0.0,Everyone,['Racing'],2018.0,8.0,2.0,Thursday,2018-08-02,1.17.2,4.2,Positive,0.16516759052105687,0.48545632192270843
